CHK_SAV_LOC_IRA,07/31/2024,,,CUMBERLAND FARMS 5402    SOMERSWORTH  NH US,,13.37,
CHK_SAV_LOC_IRA,08/01/2024,,,CUMBERLAND FARMS 5402    SOMERSWORTH  NH US,,78.65,
CHK_SAV_LOC_IRA,08/01/2024,,,CUMBERLAND FARMS 5402    SOMERSWORTH  NH US,,9.57,
CHK_SAV_LOC_IRA,08/02/2024,,,ONLINE PAYMENT THANK YOU  0009335523,-549.40,,
CHK_SAV_LOC_IRA,08/05/2024,,,CUMBERLAND FARMS 5402    SOMERSWORTH  NH US,,13.37,
CHK_SAV_LOC_IRA,08/05/2024,,,TST*ROUNDABOUT DINER AND Portsmouth   NH US,,68.00,
CHK_SAV_LOC_IRA,08/06/2024,,,CUMBERLAND FARMS 5402    SOMERSWORTH  NH US,,6.78,
CHK_SAV_LOC_IRA,08/13/2024,,,PAPA BEAR EXPRESS CAR    SOMERSWORTH  NH US,,146.18,
CHK_SAV_LOC_IRA,08/15/2024,,,PENGUIN FUELS-PORTSMOUTH PORTSMOUTH   NH US,,5.00,
CHK_SAV_LOC_IRA,08/15/2024,,,PENGUIN FUELS-PORTSMOUTH PORTSMOUTH   NH US,,12.99,
CHK_SAV_LOC_IRA,08/23/2024,,,CUMBERLAND FARMS 5402    SOMERSWORTH  NH US,,13.77,
