CHK_SAV_LOC_IRA,08/02/2024,,,AUTO CARE PLUS DERRY     DERRY        NH US,,250.00,
CHK_SAV_LOC_IRA,08/02/2024,,,PAY*CSM ENTERPRISE  LL   603-7344716  NH US,,906.47,
CHK_SAV_LOC_IRA,08/05/2024,,,HANNAFORD #8120          RAYMOND      NH US,,22.45,
CHK_SAV_LOC_IRA,08/07/2024,,,eReplacementparts.com    866-3229842  FL US,,85.58,
CHK_SAV_LOC_IRA,08/07/2024,,,AMAZON MARK* RF8GM8IK0   HTTPSAMAZON.CWA US,,67.18,
CHK_SAV_LOC_IRA,08/13/2024,,,AMAZON MKTPL*RM25H3750   Amzn.com/billWA US,,71.98,
CHK_SAV_LOC_IRA,08/14/2024,,,AMAZON MKTPL*RM8XM2RC0   Amzn.com/billWA US,,35.06,
CHK_SAV_LOC_IRA,08/15/2024,,,HITCHING POST CAR WASH   WEARE        NH US,,20.00,
CHK_SAV_LOC_IRA,08/16/2024,,,RONS TOY SHOP USED CARS A603-669-0070 NH US,,1262.41,
CHK_SAV_LOC_IRA,08/19/2024,,,THE HOME DEPOT #3403     HOOKSETT     NH US,,248.64,
CHK_SAV_LOC_IRA,08/19/2024,,,IN *SHAUN HULL           603-8600003  NH US,,100.00,
CHK_SAV_LOC_IRA,08/20/2024,,,AMAZON MKTPL*R40O09322   Amzn.com/billWA US,,797.99,
CHK_SAV_LOC_IRA,08/23/2024,,,RONS TOY SHOP USED CARS A603-669-0070 NH US,,188.94,
CHK_SAV_LOC_IRA,08/23/2024,,,AMAZON MKTPL*R41FH9NN0   Amzn.com/billWA US,,54.99,
CHK_SAV_LOC_IRA,08/26/2024,,,AMAZON MKTPL*R48BI28A0   Amzn.com/billWA US,,23.98,
