CHK_SAV_LOC_IRA,07/26/2024,,,NHDOTPERMTS              409-697-2587 TX US,,146.00,
CHK_SAV_LOC_IRA,07/31/2024,,,NHDOTPERMTS              409-697-2587 TX US,,36.50,
CHK_SAV_LOC_IRA,08/01/2024,,,NHDOTPERMTS              409-697-2587 TX US,,72.50,
CHK_SAV_LOC_IRA,08/02/2024,,,ONLINE PAYMENT THANK YOU  0009335523,-944.00,,
CHK_SAV_LOC_IRA,08/09/2024,,,NHDOTPERMTS              409-697-2587 TX US,,147.00,
CHK_SAV_LOC_IRA,08/09/2024,,,NHDOTPERMTS              409-697-2587 TX US,,32.50,
CHK_SAV_LOC_IRA,08/13/2024,,,NHDOTPERMTS              409-697-2587 TX US,,223.50,
CHK_SAV_LOC_IRA,08/13/2024,,,NHDOTPERMTS              409-697-2587 TX US,,32.50,
CHK_SAV_LOC_IRA,08/15/2024,,,NHDOTPERMTS              409-697-2587 TX US,,67.00,
CHK_SAV_LOC_IRA,08/23/2024,,,NHDOTPERMTS              409-697-2587 TX US,,103.50,
CHK_SAV_LOC_IRA,08/26/2024,,,NHDOTPERMTS              409-697-2587 TX US,,69.00,
